address,pred-POI,truth-POI,pred-building,truth-building,pred-unit,truth-unit,pred-floor,truth-floor,pred-room,truth-room
中策车(嶂背路店) (嶂背大道400号车空间),中策车(嶂背路店) (嶂背大道),中策车(嶂背路店) (嶂背大道400号车空间),,,,,4,,400号间,
星河郡寓大堂后门美团外卖柜,星河郡寓大堂后门美团外卖柜,星河郡寓大堂后门美团,,,,,,,,外卖柜
南星河world二期-e座 (14楼),南星河world二期,南星河world二期,e座,e座,,,14楼,14,,
东边商务大楼 (7088),东边商务大楼,东边商务大楼,,,,,7,,7088,7088
星河worldc座 (星河world c座 32层),星河world,星河world,c座,c座,,,32层,32,,
金朵拉酒店(深圳北站店) (前台),金朵拉酒店(深圳北站店) ),金朵拉酒店(深圳北站店) (前台),,,,,,,,
南坑南八巷-8号楼 (南坑南七巷3号802),南坑南八巷,南坑南七巷3号,号楼,号楼,,,8,8,802,802
润鸿国际-b座 (12),润鸿国际,润鸿国际,b座,b座,,,1,,2,12
惠鑫公寓 (c栋325),惠鑫公寓,惠鑫公寓,c栋,c栋,,,3,,325,325
牛小研大片烤肉研究所(五和店) (门在牛小研后厨那里门牌号2834，7楼703),牛小研大片烤肉研究所(五和店),牛小研大片烤肉研究所(五和店),,,,,7楼,7,703,703
新翠雅苑 (深圳市龙岗区龙岗镇新生社区新翠雅苑4d1002),深圳市龙岗区龙岗镇新生社区新翠雅苑,深圳市龙岗区龙岗镇新生社区新翠雅苑,4,4d,d,,10,10,1002,1002
书香门第2栋 (2栋205(浣花轩)),书香门第,书香门,栋,栋,,,2,2,205,205
泊寓·竹坑公社二区-8号楼 (8栋),泊寓·竹坑公社二区,泊寓·竹坑公社二区,8楼,8号楼,,,,,,
1314精品公寓-9栋 (龙屋新村五巷九号),1314精品公寓,1314精品公寓(龙屋新村五巷九号),9栋,9栋,,,,,,
元芬科创园 (元芬科创园d栋4楼),元芬科创园,元芬科创园,d栋,d栋,,,4楼,4,,
尚郡御园 (鸿荣源尚峻御园2期2栋505),尚(鸿荣源尚峻御园2期),鸿荣源尚峻御园2期,2栋,2栋,,,5,5,505,505
大族云峰二期-a2号楼 (a栋2单元2805),大族云峰二期,大族云峰二期,a栋,a2号楼,2单元,2单元,28,28,2805,2805
魔方公寓(坂田店) (魔方公寓),魔方公寓(坂田店),魔方公寓(坂田店) (魔方公寓),,,,,,,,
祥嘉公寓 (8巷3号 (2楼205)),祥嘉公寓 (8巷3号),祥嘉公寓 (8巷3号),,,,,2楼,2,205,205
合正中央原著 (藏珑苑15商铺),合正中央原著 (藏珑苑),合正中央原著,,,,,,,15,15
上丰花园-1栋 (806c),上丰花园,上丰花园,1栋,1栋,,,8,8,806c,c
小龙坎火锅(民治店) (小龙坎),小龙坎火锅(民治店) (小龙坎),小龙坎火锅(民治店) ,,,,,,,,
御珑苑-3号楼 (南区3栋19ab),御珑苑(南区),御珑苑,3栋,3栋,,,19,19,ab,ab
逸秀新村 (深圳市民治街道逸秀新村58栋窝巢梦享社区),深圳市民治街道逸秀新村,逸秀新村,58栋,58栋,,,,,,
万科第五园 (万科第五园一期祥云斋c座501),万科第五园 (万科第五园一期祥云斋),万科第五园(一期祥云斋),c座,c座,,,5,5,501,501
智富特区 (泛华工地四楼409),智富特区 (泛华工地),智富特区 (泛华工地),,,,,四楼4,四楼,409,409
悦龙华府二期 (6栋2单元2903),悦龙华府二期,悦龙华府二期 ,6栋,6栋,2单元,2单元,29,29,2903,2903
深圳深铁铂尔曼酒店 (5706),深圳深铁铂尔曼酒店,深圳深铁铂尔曼酒店,,,,,57,7,5706,5706
香林世纪华府(东北1门) (1-2-806),香林世纪华府(东北1门),香林世纪华府(东北门) ,,1,2,2,8,8,806,806
深国际万科和颂轩 (和颂轩项目部),深国际万科和颂轩 (和颂轩项目部),深国际万科和颂轩,,,,,,,,
远雄大厦 (远雄大厦219),远雄大厦,远雄大厦 ,,,,,2,2,219,219
万科第五园(一二期北区) (万科第五园二期芳草坊g9栋b栋301),万科第五园(一二期北区),万科第五园二期芳草坊,g9栋b栋,g9栋,,,3,3,301,301
1970科技小镇-1栋 (1970科技园110波本设计(户外电梯旁边)),970科技小镇,1970科技小镇,1栋,1栋,,,1,,110,
星河world (一期b座25楼2501),星河world一期),星河world (一期),b座,b座,,,25,25楼,2501,2501
龙光·玖钻1a (1a1123),龙光·玖钻,龙光·玖钻,1a,1,,a,11,11,1123,1123
龙塘村 (龙塘村星河网吧二楼),龙塘村星河网吧),龙塘村星河网吧,,,,,二楼,二楼,,
东明大厦(民康路) (东明大厦5楼503),东明大厦(民康路),东明大厦(民康路) ,,,,,5,5,503,503
德万会馆(星河world店) (德万会馆前台),德万会馆(星河world店),德万会馆(星河world店) ,,,,,,,,
天鸿公寓 -a栋 (光雅园民营住宅区三巷一号a602),天鸿公寓,天鸿公寓(光雅园民营住宅区三巷一号,a栋,a栋,,,6,6,602,602
货拉拉公司 (星河word- g座三楼货拉拉),货拉拉公司 (星河word),星河word, g座,g座,,,三楼,三楼,,
万科和风轩一期-b栋 (深圳市龙华区民治街道万科和风轩1b2605),万科和风轩一期,深圳市龙华区民治街道万科和风轩,b栋1,1b,b,,26,26,2605,2605
四季公寓 (3楼306请放门口),四季公寓,四季公寓,,,,,3楼,3,306,306
星河world-g座 (g2 到了打电话),星河world,星河world,g座,g座,,,,,2,
春华四季园 (17栋2单元15c),春华四季园,春华四季园 ,17栋,17栋,2单元,2单元,15,15,c,c
阳光假日公寓 (这条巷子最里面玻璃门雅园路24-25),阳光假日公寓 这条巷,阳光假日公寓,,,,,,,24-25,24-25
光雅园地铁站-b口 (光雅园地铁站b口 深安建筑工程大门口),光雅园地铁站-b口 (光雅园地铁站b口 深安建筑工程大门口),光雅园地铁站-b口,,,,,,,,
民乐科技园 (民乐科技园写字楼1栋506),民乐科技园,民乐科技园写字楼,1栋,1栋,,,5,5,506,506
保利上城南区 (保利上城花园2栋一单元18楼1801),保利上城花园,保利上城花园,2栋,2栋,一单元,一单元,18楼,18,1801,1801
广东省深圳市龙华区金苹果 (二期1单元904(入口一直上坡)小产权房背后就是),广东省深圳市龙华区金苹果 (二期,广东省深圳市龙华区金苹果 (二期),,1单元,1单元,,9,9,904,904
星河worldb座 (11楼1101室百多尔),星河world,星河world,b座,b座,,,11,11楼,1101室,1101室
福旺大厦 (坂田街道五和路5巷7号10楼1007室),福旺大厦 (坂田街道五和路5巷7号),坂田街道五和路5巷7号,,,,,10楼,10楼,1007室,1007室
万科天誉花园2期 (10栋a单元3316室),万科天誉花园2期,万科天誉花园2期,10栋,10栋,a单元,a单元,33,33,3316室,3316
扬马小区 (长发东路三号205),扬马小区 (长发东路三号),扬马小区,,,,,2,2,205,205
勐库戎氏 (勐库戎氏c101),勐库戎氏,勐库戎氏 ,c,,,c,1,1,101,101
1970科技园-3号楼 (106进门右手架子上),1970科技园,970科技园,3号楼,3号楼,,,,1,106,106
手造街物业管理公司 (手造文化街a区2号门三楼物业管理办公室),手造街物业管理公司 手造文化街a),手造街物业管理公司,,,,,三楼,三楼,,
星河world-g座 (711对面),星河world,星河world(711对面),g座,g座,,,,,,
龙岗中心医院-愉园社区健康服务中心 (愉园社康中心二楼),龙岗中心医院-愉园社区健康服务中心,龙岗中心医院-愉园社区健康服务中心,,,,,二楼,,,
龙光玖钻 (2a410),龙光玖钻,龙光玖钻,2a,2,,a,4,4,410,410
众和家园-b座 (三巷三号204),众和家园(三巷三号),众和家园三巷三号),b座,b座,,,2,2,204,204
星河world·coco park(坂田店) (27楼),星河world·coco park(坂田店),星河world·coco park(坂田店),,,,,27楼,27,,
汇德大厦-3号楼 (8楼，813号),汇德大厦,汇德大厦,3号楼,3号楼,,,8楼,8,813号,813
荣诚大厦 (主楼2楼202(从客家食府旁边的电梯上)),荣诚大厦,荣诚大厦,,,,,2楼,2,202,202
华盛峰荟名庭 (二期1613(单独一栋的)),华盛峰荟名庭二期),华盛峰荟名庭 (二期),,,,,16,16,1613,1613
万科第五园2期 (清晖府d),万科第五园2期 (清晖府d),万科第五园2期,,,,,,,,d
初鹿野c.luye 日式精准美甲美睫 (龙光玖钻4b栋1816),初鹿野c.luye 日式精准美甲美睫(龙光玖钻),初鹿野c.luye 日式精准美甲美睫 (龙光玖钻),4b栋,4b栋,,,18,18,1816,1816
龙岸花园2栋 (龙岸花园3-1-22a),龙岸花园,龙岸花园,2栋,2栋,31,3,22,1,a,22a
互联e时代大厦 (智汇创想2楼),互联e时代大厦 (智汇创想),互联e时代大厦 (智汇创想楼),,,,,2,2,,
星河world大厦-c座 (c栋32楼),星河world大厦,星河world大厦,c座,c座,,,32楼,32,,
星河world-g座 (3),星河world,星河world,g座,g座,,,,,3,
华南科技园-a栋 (201(欧亚出行)),华南科技园,华南科技园,a栋,a栋,,,2,,201,201
光浩国际中心-a座 (民治光浩国际中心a座23e),光浩国际中心民治光浩国,光浩国际中心,a座,a座,,,23,23,e,e
星河传奇三期-a栋 (1811号),星河传奇三期,星河传奇三期,a栋,a栋,,,18,18,1811,1811号
白石龙1区-54号楼 (54栋504送上来放门口),白石龙1区,白石龙1区,54栋,4号楼,,,,5,504,504
南星河world二期-e座 (17层1705),南星河world二期,南星河world二期,e座,e座,,,17层,17,1705,1705
翠岭华庭 (2栋1单元20c),翠岭华庭,翠岭华庭,2栋,2栋,1单元,1单元,20,20,c,c
万科四季花城南区 (木棉苑g座502),万科四季花城南区 (木棉苑),万科四季花城南区(木棉苑),g座,g座,,,5,5,502,502
深圳市新华医院-工程项目部 (新华医院中建八局项目部),深圳市新华医院-工程项目部 中建八局项目部),深圳市新华医院-工程项目部 (新华医院中建八局项目部),,,,,,,,
沙吓村 (老村180栋601),沙吓村),沙吓村 (老村),180栋,180栋,,,6,6,601,601
易达晟大厦 (702),易达晟大厦,易达晟大厦 ,,,,,7,7,702,702
德弘公寓 (公寓前台收),德弘公寓,德弘公寓 (公寓前台收),,,,,,,,
和兴花园三期 (4栋2单元402),和兴花园三期,和兴花园三期 ,栋,栋,2单元,2单元,4,4,402,402
云里智能园-6栋 (云里智能园6栋外卖柜),云里智能园,云里智能园(),6栋,6栋,,,,,外卖柜,外卖柜
白石龙一区-180栋 (1110号),白石龙一区,白石龙一区,180栋,180栋,,,11,11,1110号,1110
翠岭华庭 (二栋二单元26a),翠岭华庭,翠岭华庭 ,二栋,二栋,二单元,二单元,26,26,a,a
湾畔mall购物中心 (湾畔mall 3楼名匠眼镜),湾畔mall购物中心,湾畔mall购物中心,,,,,3,3楼,,
横岭一区-10栋 (横岭一区横岭公交站川记面馆),横岭一区岭一区横岭公交站川记面馆),横岭一区,10栋,10栋,,,,,,
大发埔村 (东村长发路71号404),大发埔村 (东村长发路71号),大发埔村(东村长发路71号),,,,,4,4,404,404
星河world g座 (g2栋),星河world,星河world,g座,g2栋,,,,,,
锦鲤商务公寓-那栋 (298号锦鲤商务公寓608),锦鲤商务公寓那栋,298号锦鲤商务公寓,,,,,6,6,608,608
龙光玖钻-5栋 (龙光玖钻5a 外卖柜 注意是5a),龙光玖钻,龙光玖钻,5栋,5栋,,,5,,a外卖柜,外卖柜
北京中医药大学深圳医院 (住院部),北京中医药大学深圳医院 (),北京中医药大学深圳医院 ,住院部,住院部,,,,,,
壹方天地c区 (b1楼016a/gxg),壹方天地c区,壹方天地c区,,,,,b1楼,b1楼,016,016a
星河银湖谷 (银湖谷3b2206),星河银湖谷,星河银湖谷,3b,3,,b,22,22,2206,2206
荣兴百货(长坑路店) (坂田街道长坑路东五巷一号508),荣兴百货((坂田街道长坑路东五巷一号),荣兴百货(长坑路店) ,,,,,5,5,508,508
观湖园(泗黎路) (龙华区泗黎路观湖园 f87栋),湖园(泗黎路)(龙华区泗黎路观湖园),龙华区泗黎路观湖园,f87栋,f87栋,,,,,,
星河world-g座 (三期g1栋8楼凯儿得乐),星河world三期,星河world三期,g1栋,g1栋,,,8,8,,
米特华浦京生物科学园 (巴莫尔集团12楼),米特华浦京生物科学园,米特华浦京生物科学园,,,,,12楼,12,,
星河world-d座 (星河world2期d栋701),星河worldd2期,星河world,d栋,d座,,,7,7,701,701
金和成投资 (办公楼8楼801),金和成投资,金和成投资,,办公楼,,,8楼,8,801,801
万科紫悦山 (1栋1907),万科紫悦山,万科紫悦山 ,1栋,1栋,,,19,19,1907,1907
万晟达物流园 (116-117号诺派国际),万晟达物流园,万晟达物流园 ,,,,,1,,116-117,116-117号
祥昭大厦 (1703),祥昭大厦,祥昭大厦 ,,,,,17,17,1703,1703
龙光玖钻5a美团外卖柜,龙光玖钻美团,龙光玖钻美团,5a,5a,,,,,外卖柜,外卖柜
龙光·玖钻北区-北门 (2a1908),龙光·玖钻北区-北门,龙光·玖钻北区-北门,2a,2,,a,19,19,1908,1908
民乐一区47号楼 (47栋702(6楼左转到7楼)),民乐一区,民乐一区,47栋,47栋,,,6楼,7,702,702
远洋新天地水岸花园项目-7号楼 (7栋45e),远洋新天地水岸花园项目,远洋新天地水岸花园项目,7栋,7号楼,,,45,45,e,e
中航天逸-b3栋 (3304室),中航天逸,中航天逸,b3栋,b3栋,,,33,33,3304室,3304
拉伽瑜伽·普拉提(龙城店) (招商依山郡拉伽瑜伽馆),拉伽瑜伽·普拉提(龙城店) (招商依山郡拉伽瑜伽馆),拉伽瑜伽·普拉提(龙城店),,,,,,,,
深圳高级中学(集团)北校区-东北门 (东北门),深圳高级中学(集团)北校区-东北门 ),深圳高级中学(集团)北校区-东北门 ,,,,,,,,
汪洋齿科(万科旗舰店) (万科大厦1楼，汪洋齿科),汪洋齿科(万科旗舰店),万科大厦,,,,,1楼,1,,
远景大厦(洁玉街) (5号铺),远景大厦(洁玉街),远景大厦(洁玉街) (5号铺),,,,,,,,
民乐一区199-6号 (蒸饭馆楼下门601),民乐一区99-号),民乐一区199-号,,,,,16,6,601,601
金地龙城中央-7栋 (金地龙城中央7号楼7栋),金地龙城中央,金地龙城中央,7栋7,7栋,,,,,,
美鹏sky (305室(提示：在儒俊大厦对面 ，黑色的楼，3层高)),美鹏sky,美鹏sky,,,,,3,3,305,305室
卓越皇后道(东门) (1b13d),卓越皇后道(东门),卓越皇后道(东门),1b,1,,b,13,13,d,d
民乐科技园-创意大厦 (4楼402),民乐科技园-创意大厦,民乐科技园-创意大厦,,,,,4楼,4,402,402
万科璞悦山 (别墅4栋402(麻烦看清门牌号，402)),万科璞悦山,万科璞悦山,4栋,栋,,,4,4,402,402
皇马酒店(深圳北站店) (506),皇马酒店(深圳北站店),皇马酒店(深圳北站店) ,,,,,5,5,506,506
十二橡树庄园a4-2号 (3号门a4-2),十二橡树庄园,十二橡树庄园,4,,,,,,a,
圆·酒店 (深圳龙华区民治街道润达圆庭a栋2125室),深圳龙华区民治街道润达圆庭),深圳龙华区民治街道润达圆庭,a栋,a栋,,,21,21,2125室,2125室
铭乐公寓 (铭乐综合楼504),铭乐公寓,铭乐公寓 (铭乐综合楼),,,,,5,5,504,504
仁和兴业大厦 (9楼901室),仁和兴业大厦,仁和兴业大厦,,,,,9,9,901室,901
深圳市润步贸易有限公司-a3栋 (深圳市龙岗坂田五和大道南41号和磡工业区a3栋3楼),深圳市龙岗坂田五和大道南41号和磡工业区,深圳市润步贸易有限公司(深圳市龙岗坂田五和大道南41号和磡工业区),a栋,a3栋,,,3,3楼,,
吉祥来花园(东南门) (祥华阁901),吉祥来花园(东南门)),吉祥来花园,,,,,9,9,901,901
幸福枫景 (1栋3单元503),幸福枫景,幸福枫景 ,1栋,1栋,3单元,3单元,5,5,503,503
坂田国际中心-f栋 (深圳市龙岗区坂田国际中心f栋301),坂田国际中心深圳市龙岗区坂田国际,深圳市龙岗区坂田国际中心,f栋,f栋,,,3,3,301,301
华景乐园 (2楼 227a),华景乐园,华景乐园,,,,,2楼,2,227a,227a
非凡空间 (806),非凡空间,非凡空间 ,,,,,8,8,806,806
恒明one产业招商中心-5号楼 (恒明one5栋c座1813),恒明one产业招商中心,恒明one产业招商中心,5栋c座,5号楼,,c座,18,18,1813,1813
深圳市公安局警犬基地 (旁边一百米深圳市司法局第二强制隔离戒毒所大门口),深圳市公安局警犬基地 (旁边一百米深圳市司法局第二强制隔离戒毒所大门口),深圳市公安局警犬基地(旁边一百米深圳市司法局第二强制隔离戒毒所大门口),,,,,,,,
香林世纪华府 (1栋2单元1806),香林世纪华府,香林世纪华府 ,1栋,1栋,2单元,2单元,18,18,1806,1806
深圳骑士教育科技有限公司 (四季花城六期会所首层骑士教育戏剧),深圳骑士教育科技有限公司 (四季花城六期会所首层骑士),深圳骑士教育科技有限公司 (四季花城六期会所),,,,,,,,
互联e时代大厦 (4楼a4[UNK]803(不用打电话拍照给我),互联e时代大厦,互联e时代大厦,,,,,4楼,4,803,
华皓公寓 ((100%内衣店后面小巷丰巢旁边)204室),华皓公寓 (100%内衣店后面小巷丰巢旁边)),华皓公寓,,,,,2,2,204室,204室
春华四季园-10号楼 (十栋2单元7a),春华四季园,春华四季园,0号楼十栋,十栋,2单元,2单元,7,7,a,a
莱蒙·水榭春天5 (五期5b栋13h),莱蒙·水榭春天,莱蒙·水榭春天五期,5b栋,5b栋,,,13,13,h,h
龙光城 (北区别墅38栋(湖边)),龙光城 (北区别)),龙光城 ,38栋,38栋,,,,,,
坂田街道南坑第二工业区-a栋 (西座3楼天润),坂田街道南坑第二工业区,坂田街道南坑第二工业区,a栋,a栋,,,3楼,3,,
星河world三期-g2栋 (星河world g栋 12楼 1206),星河world三期,星河world三期,g2栋,g2栋,,,12楼,12,1206,1206
惠鑫公寓-c栋 (澳门新村惠鑫公寓c1111),澳门新村惠鑫公寓,惠鑫公寓,c栋,c栋,,,11,11,1111,1111
万科星火天璇仓 (7栋122),万科星火天璇仓,万科星火天璇仓 ,7栋,7栋,,,1,1,122,122
泊寓 (环城西路11号泊寓1204),泊寓城路11号泊寓),环城西路11号泊寓,,,,,12,12,1204,1204
尚峻御园 (二期1栋3805),尚峻御园二期),尚峻御园,1栋,1栋,,,38,38,3805,3805
星河world-g座 (g2座外卖柜),星河world,星河world,g座,g2座,,,,,外卖柜,
龙光玖钻 (龙光玖钻北期西门2b2810),龙光玖钻北期西门,龙光玖钻北期西门,2b,2,,b,28,28,2810,2810
东边商业大厦 (4楼一出电梯口，放在前台就好),东边商业大厦,东边商业大厦,,,,,4楼,4,,
重塑咖啡re build coffee,重塑咖啡re build coffe,重塑咖啡re build coffee,,,,,,,,
深圳市安卓微科技有限公司-18栋 (18栋4楼),深圳市安卓微科技有限公司,深圳市安卓微科技有限公司,18栋,18栋,,,4楼,4,,
潜龙花园 (13栋2单元103),潜龙花园,潜龙花园,栋,3栋,2单元,2单元,13,1,103,103
万科第五园-六期 (万科第五园6期6栋1117),万科第五园-六期,万科第五园-六期 ,66栋,6栋,,,11,11,1117,1117
星河world·银湖谷-3号楼 (3a1003),星河world·银湖谷,星河world·银湖谷,3号楼,3,a,a,10,10,1003,1003
德众电商产业园美团外卖柜,德众电商产业园美团,德众电商产业园美团外卖柜,,,,,,,外卖柜,
星河world-g座 (外卖柜),星河world),星河world,g座,g座,,,,,外卖柜,外卖柜
